conv_id,turn,annotator_id,perceived_persona_warmth,perceived_persona_dominance,perceived_persona_curiosity,perceived_persona_structure,perceived_persona_stability,perceived_persona_deference,perceived_persona_humility,emotional_tone,realized_move,apparent_objective,response_implied_expected_reaction
q1__social_media__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__916d35463c,31,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,0,gpt_pass_1,1.0,4.0,0.0,3.0,2.0,1.0,0.0,negative,assert,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,1,gpt_pass_1,2.0,3.0,1.0,2.0,2.0,1.0,1.0,negative,assert,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,2,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,3,gpt_pass_1,2.0,3.0,2.0,3.0,2.0,2.0,2.0,mixed,clarify,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,4,gpt_pass_1,2.0,3.0,2.0,3.0,4.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,5,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,6,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,7,gpt_pass_1,2.0,2.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,8,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,9,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,10,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,11,gpt_pass_1,1.0,3.0,2.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,12,gpt_pass_1,1.0,3.0,0.0,4.0,3.0,3.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,13,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,clarify,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,14,gpt_pass_1,1.0,4.0,1.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,15,gpt_pass_1,2.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,synthesize,synthesize,synthesis
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,16,gpt_pass_1,1.0,3.0,1.0,4.0,3.0,0.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,17,gpt_pass_1,2.0,3.0,2.0,3.0,3.0,1.0,1.0,mixed,synthesize,resolve,accommodation
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,18,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,19,gpt_pass_1,2.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,clarify,explore,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,20,gpt_pass_1,1.0,3.0,0.0,2.0,1.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,21,gpt_pass_1,2.0,1.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,22,gpt_pass_1,0.0,4.0,0.0,3.0,3.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,23,gpt_pass_1,2.0,2.0,2.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,24,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,25,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,2.0,2.0,mixed,synthesize,explore,synthesis
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,26,gpt_pass_1,1.0,4.0,2.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,27,gpt_pass_1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,mixed,clarify,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,28,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,29,gpt_pass_1,1.0,1.0,2.0,3.0,2.0,1.0,2.0,mixed,clarify,defend,synthesis
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,30,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,31,gpt_pass_1,2.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,assert,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,0,gpt_pass_1,1.0,3.0,0.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,1,gpt_pass_1,1.0,3.0,1.0,2.0,1.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,2,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,assert,defend,escalation
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,3,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,4,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,5,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,6,gpt_pass_1,1.0,3.0,2.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,7,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,8,gpt_pass_1,2.0,2.0,3.0,3.0,3.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,9,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,10,gpt_pass_1,2.0,2.0,2.0,3.0,2.0,1.0,1.0,mixed,clarify,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,11,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,12,gpt_pass_1,2.0,2.0,3.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,13,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,14,gpt_pass_1,2.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,15,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,16,gpt_pass_1,2.0,3.0,2.0,2.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,17,gpt_pass_1,1.0,4.0,1.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,18,gpt_pass_1,2.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,assert,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,19,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,20,gpt_pass_1,2.0,2.0,3.0,2.0,2.0,2.0,2.0,mixed,assert,defend,agreement
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,21,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,escalation
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,22,gpt_pass_1,2.0,2.0,3.0,3.0,3.0,1.0,2.0,mixed,clarify,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,23,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,clarify,challenge,uncertain
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,24,gpt_pass_1,2.0,2.0,1.0,3.0,2.0,1.0,2.0,mixed,synthesize,explore,synthesis
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,25,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,26,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,agreement
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,27,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,28,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,29,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,30,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,31,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,0,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,1,gpt_pass_1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,2,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,1.0,0.0,mixed,assert,defend,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,3,gpt_pass_1,2.0,3.0,2.0,2.0,3.0,1.0,1.0,mixed,clarify,defend,synthesis
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,4,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,5,gpt_pass_1,1.0,2.0,2.0,3.0,1.0,1.0,1.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,6,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,7,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,8,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,9,gpt_pass_1,1.0,3.0,2.0,3.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,10,gpt_pass_1,2.0,2.0,2.0,2.0,3.0,2.0,1.0,mixed,concede,challenge,concession
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,11,gpt_pass_1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,12,gpt_pass_1,1.0,2.0,1.0,2.0,1.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,13,gpt_pass_1,2.0,1.0,2.0,2.0,3.0,1.0,1.0,mixed,synthesize,explore,synthesis
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,14,gpt_pass_1,1.0,0.0,2.0,1.0,2.0,1.0,1.0,positive,close,close,closure
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,15,gpt_pass_1,2.0,1.0,3.0,3.0,3.0,2.0,2.0,positive,synthesize,explore,synthesis
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,16,gpt_pass_1,1.0,2.0,3.0,3.0,2.0,0.0,1.0,positive,clarify,explore,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,17,gpt_pass_1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,neutral,other,explore,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,18,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,19,gpt_pass_1,1.0,2.0,2.0,2.0,4.0,1.0,1.0,mixed,clarify,defend,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,20,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,21,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,3.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,22,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,23,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,24,gpt_pass_1,1.0,2.0,0.0,2.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,25,gpt_pass_1,2.0,1.0,2.0,2.0,3.0,2.0,2.0,mixed,synthesize,explore,synthesis
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,26,gpt_pass_1,2.0,1.0,2.0,2.0,3.0,2.0,2.0,positive,accommodate,accommodate,accommodation
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,27,gpt_pass_1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,positive,close,explore,closure
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,28,gpt_pass_1,2.0,1.0,2.0,2.0,3.0,1.0,2.0,positive,accommodate,accommodate,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,29,gpt_pass_1,2.0,1.0,2.0,1.0,2.0,2.0,1.0,positive,close,close,closure
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,30,gpt_pass_1,2.0,1.0,1.0,1.0,3.0,2.0,2.0,positive,close,close,closure
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,31,gpt_pass_1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,neutral,close,close,closure
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,0,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,1,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,2,gpt_pass_1,2.0,1.0,2.0,3.0,3.0,1.0,1.0,mixed,clarify,explore,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,3,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,4,gpt_pass_1,1.0,2.0,2.0,3.0,2.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,5,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,2.0,2.0,mixed,assert,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,6,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,2.0,2.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,7,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,8,gpt_pass_1,2.0,2.0,2.0,2.0,3.0,1.0,1.0,mixed,concede,accommodate,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,9,gpt_pass_1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,neutral,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,10,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,11,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,12,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,13,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,0.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,14,gpt_pass_1,2.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,15,gpt_pass_1,1.0,4.0,2.0,3.0,2.0,0.0,1.0,mixed,rebut,defend,escalation
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,16,gpt_pass_1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,17,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,18,gpt_pass_1,2.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,19,gpt_pass_1,1.0,3.0,0.0,2.0,2.0,1.0,0.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,20,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,21,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,22,gpt_pass_1,2.0,2.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,escalation
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,23,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,1.0,2.0,negative,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,24,gpt_pass_1,2.0,1.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,25,gpt_pass_1,1.0,3.0,0.0,2.0,3.0,3.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,26,gpt_pass_1,2.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,27,gpt_pass_1,2.0,3.0,1.0,2.0,2.0,2.0,2.0,negative,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,28,gpt_pass_1,2.0,2.0,1.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,29,gpt_pass_1,1.0,2.0,1.0,1.0,2.0,2.0,1.0,negative,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,30,gpt_pass_1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,mixed,synthesize,accommodate,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,31,gpt_pass_1,0.0,4.0,0.0,2.0,2.0,1.0,1.0,negative,assert,challenge,escalation
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,0,gpt_pass_1,1.0,4.0,0.0,3.0,2.0,1.0,0.0,negative,assert,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,1,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,2,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,3,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,2.0,3.0,mixed,assert,defend,clarification
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,4,gpt_pass_1,2.0,3.0,2.0,2.0,4.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,5,gpt_pass_1,1.0,2.0,2.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,6,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,7,gpt_pass_1,2.0,2.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,agreement
