conv_id,turn,perceived_persona_warmth,perceived_persona_dominance,perceived_persona_curiosity,perceived_persona_structure,perceived_persona_stability,perceived_persona_deference,perceived_persona_humility,emotional_tone,realized_move,apparent_objective,response_implied_expected_reaction
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,16,1.0,3.0,1.0,4.0,3.0,0.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,17,2.0,3.0,2.0,3.0,3.0,1.0,1.0,mixed,synthesize,resolve,accommodation
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,18,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,19,2.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,clarify,explore,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,20,1.0,3.0,0.0,2.0,1.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,21,2.0,1.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,22,0.0,4.0,0.0,3.0,3.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,23,2.0,2.0,2.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,24,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,25,2.0,2.0,2.0,3.0,3.0,2.0,2.0,mixed,synthesize,explore,synthesis
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,26,1.0,4.0,2.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,27,1.0,2.0,1.0,1.0,2.0,2.0,2.0,mixed,clarify,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,28,1.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,29,1.0,1.0,2.0,3.0,2.0,1.0,2.0,mixed,clarify,defend,synthesis
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,30,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__0b29ec5473,31,2.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,assert,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,1,1.0,3.0,1.0,2.0,1.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,2,1.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,assert,defend,escalation
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,3,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,4,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,5,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,6,1.0,3.0,2.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,7,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,8,2.0,2.0,3.0,3.0,3.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,9,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,10,2.0,2.0,2.0,3.0,2.0,1.0,1.0,mixed,clarify,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,11,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,12,2.0,2.0,3.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,13,1.0,3.0,1.0,3.0,2.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,14,2.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,15,2.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,16,2.0,3.0,2.0,2.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,17,1.0,4.0,1.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,18,2.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,assert,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,19,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,20,2.0,2.0,3.0,2.0,2.0,2.0,2.0,mixed,assert,defend,agreement
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,21,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,escalation
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,22,2.0,2.0,3.0,3.0,3.0,1.0,2.0,mixed,clarify,defend,clarification
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,23,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,clarify,challenge,uncertain
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,24,2.0,2.0,1.0,3.0,2.0,1.0,2.0,mixed,synthesize,explore,synthesis
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,25,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,26,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,agreement
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,27,2.0,3.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,28,1.0,3.0,2.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,29,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,30,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__b49187f9ec,31,1.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,2,1.0,3.0,1.0,2.0,3.0,1.0,0.0,mixed,assert,defend,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,3,2.0,3.0,2.0,2.0,3.0,1.0,1.0,mixed,clarify,defend,synthesis
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,4,2.0,2.0,2.0,3.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,5,1.0,2.0,2.0,3.0,1.0,1.0,1.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,6,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,7,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,8,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,9,1.0,3.0,2.0,3.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,10,2.0,2.0,2.0,2.0,3.0,2.0,1.0,mixed,concede,challenge,concession
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,11,1.0,1.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,12,1.0,2.0,1.0,2.0,1.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,13,2.0,1.0,2.0,2.0,3.0,1.0,1.0,mixed,synthesize,explore,synthesis
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,14,1.0,0.0,2.0,1.0,2.0,1.0,1.0,positive,close,close,closure
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,15,2.0,1.0,3.0,3.0,3.0,2.0,2.0,positive,synthesize,explore,synthesis
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,16,1.0,2.0,3.0,3.0,2.0,0.0,1.0,positive,clarify,explore,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,17,2.0,2.0,2.0,2.0,2.0,2.0,2.0,neutral,other,explore,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,18,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,19,1.0,2.0,2.0,2.0,4.0,1.0,1.0,mixed,clarify,defend,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,20,1.0,3.0,1.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,21,1.0,2.0,1.0,2.0,3.0,3.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,22,1.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,23,1.0,2.0,1.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,24,1.0,2.0,0.0,2.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,25,2.0,1.0,2.0,2.0,3.0,2.0,2.0,mixed,synthesize,explore,synthesis
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,26,2.0,1.0,2.0,2.0,3.0,2.0,2.0,positive,accommodate,accommodate,accommodation
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,27,1.0,1.0,2.0,2.0,2.0,1.0,2.0,positive,close,explore,closure
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,28,2.0,1.0,2.0,2.0,3.0,1.0,2.0,positive,accommodate,accommodate,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,29,2.0,1.0,2.0,1.0,2.0,2.0,1.0,positive,close,close,closure
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,30,2.0,1.0,1.0,1.0,3.0,2.0,2.0,positive,close,close,closure
q1__social_media__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__1dbd111ff5,31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,neutral,close,close,closure
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,1,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,2,2.0,1.0,2.0,3.0,3.0,1.0,1.0,mixed,clarify,explore,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,3,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,4,1.0,2.0,2.0,3.0,2.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,5,1.0,3.0,1.0,2.0,3.0,2.0,2.0,mixed,assert,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,6,2.0,2.0,2.0,3.0,3.0,2.0,2.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,7,1.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,8,2.0,2.0,2.0,2.0,3.0,1.0,1.0,mixed,concede,accommodate,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,9,2.0,2.0,2.0,2.0,2.0,2.0,1.0,neutral,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,10,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,11,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,12,2.0,2.0,2.0,3.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,13,1.0,3.0,1.0,2.0,3.0,0.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,14,2.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,15,1.0,4.0,2.0,3.0,2.0,0.0,1.0,mixed,rebut,defend,escalation
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,16,1.0,1.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,clarification
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,17,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,18,2.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,19,1.0,3.0,0.0,2.0,2.0,1.0,0.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,20,1.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,21,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,22,2.0,2.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,escalation
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,23,1.0,3.0,1.0,2.0,3.0,1.0,2.0,negative,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,24,2.0,1.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,25,1.0,3.0,0.0,2.0,3.0,3.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,26,2.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,assert,defend,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,27,2.0,3.0,1.0,2.0,2.0,2.0,2.0,negative,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,28,2.0,2.0,1.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,29,1.0,2.0,1.0,1.0,2.0,2.0,1.0,negative,rebut,challenge,rebuttal
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,30,2.0,1.0,1.0,2.0,2.0,1.0,1.0,mixed,synthesize,accommodate,agreement
q1__social_media__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__e0512fe0ec,31,0.0,4.0,0.0,2.0,2.0,1.0,1.0,negative,assert,challenge,escalation
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,0,1.0,4.0,0.0,3.0,2.0,1.0,0.0,negative,assert,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,2,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,3,2.0,2.0,2.0,3.0,3.0,2.0,3.0,mixed,assert,defend,clarification
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,4,2.0,3.0,2.0,2.0,4.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,5,1.0,2.0,2.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,6,2.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,7,2.0,2.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,8,1.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,9,1.0,2.0,2.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,clarification
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,10,1.0,3.0,1.0,2.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,11,2.0,1.0,2.0,2.0,2.0,2.0,2.0,mixed,clarify,explore,accommodation
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,12,1.0,3.0,0.0,4.0,3.0,3.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,13,2.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,assert,defend,clarification
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,14,1.0,4.0,1.0,4.0,3.0,0.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,15,2.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,synthesize,synthesize,synthesis
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,16,1.0,3.0,1.0,4.0,3.0,0.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,17,2.0,3.0,2.0,3.0,3.0,1.0,1.0,mixed,synthesize,resolve,accommodation
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,18,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,19,2.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,20,1.0,3.0,0.0,3.0,1.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,21,2.0,1.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,defend,clarification
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,22,0.0,4.0,0.0,3.0,3.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,23,2.0,2.0,2.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,24,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,25,2.0,2.0,2.0,3.0,3.0,2.0,2.0,mixed,assert,defend,agreement
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,26,1.0,4.0,2.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,27,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,clarify,defend,clarification
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,28,1.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,29,1.0,1.0,2.0,3.0,2.0,1.0,2.0,mixed,clarify,defend,synthesis
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,30,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__opp_sup__s0__de775c4b2e,31,2.0,2.0,1.0,3.0,1.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__sup_opp__s0__7c7d84d19b,0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__sup_opp__s0__7c7d84d19b,1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__sup_opp__s0__7c7d84d19b,2,2.0,2.0,1.0,2.0,2.0,2.0,3.0,neutral,clarify,clarify,clarification
q1__social_media__self_play__llama3_8b__llama3_8b__sup_opp__s0__7c7d84d19b,3,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__sup_opp__s0__7c7d84d19b,4,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__sup_opp__s0__7c7d84d19b,5,0.0,4.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__sup_opp__s0__7c7d84d19b,6,1.0,3.0,2.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__social_media__self_play__llama3_8b__llama3_8b__sup_opp__s0__7c7d84d19b,7,0.0,4.0,0.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
